รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาทุนต่อหน่วย,ราคาขายต่อหน่วย,ยอดยกมา,มูลค่ายกมา,รหัสร้านค้า,รูปสินค้า,flag_activate,admin_note
P230-000448,วัสดุใช้ไป,กระดาษโรเนียว หนา 80 แกรม ขนาด F4 สีขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,รีม,130,,5,650,,,TRUE,
P230-000449,วัสดุใช้ไป,เทปกาว ชนิด 2 หน้า แบบบาง ขนาด 3/4 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30,,0,0,,,TRUE,
P230-000450,วัสดุใช้ไป,กาว แบบติดแน่น (ตราช้าง) ขนาด 3 กรัม,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,25,,0,0,,,TRUE,
P230-000451,วัสดุใช้ไป,กาว ชนิดแท่ง,วัสดุสำนักงาน,วัสดุสำนักงาน,แท่ง,65,,59,"3,835.00",,,TRUE,
P230-000452,วัสดุใช้ไป,กาว ชนิดน้ำ แบบป้าย ขนาด 560 ซีซี,วัสดุสำนักงาน,วัสดุสำนักงาน,ขวด,30,,17,510,,,TRUE,
P230-000453,วัสดุใช้ไป,กาว ชนิดน้ำ แบบหัวโฟม ขนาด 50 ซีซี,วัสดุสำนักงาน,วัสดุสำนักงาน,แท่ง,20,,35,700,,,TRUE,
P230-000454,วัสดุใช้ไป,กาว ชนิดลาเท็กซ์ ขนาด 32 ออนซ์,วัสดุสำนักงาน,วัสดุสำนักงาน,ขวด,60,,0,0,,,TRUE,
P230-000455,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #108 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,55,,117,"6,435.00",,,TRUE,
P230-000456,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #109 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,40,,26,"1,040.00",,,TRUE,
P230-000457,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #110 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,25,,42,"1,050.00",,,TRUE,
P230-000458,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #111 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,20,,86,"1,720.00",,,TRUE,
P230-000459,วัสดุใช้ไป,คลิปหนีบกระดาษ ขนาด #112 สีดำ,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,20,,0,0,,,TRUE,
P230-000460,วัสดุใช้ไป,เครื่องคิดเลข ชนิด 2 ระบบ แบบ 12 หลัก,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,850,,2,"1,700.00",,,TRUE,
P230-000461,วัสดุใช้ไป,เครื่องเจาะกระดาษ แบบเจาะ 25 แผ่น,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,200,,2,400,,,TRUE,
P230-000462,วัสดุใช้ไป,เครื่องเย็บกระดาษ ขนาด NO.10,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,85,,3,255,,,TRUE,
P230-000463,วัสดุใช้ไป,เครื่องเย็บกระดาษ ขนาด NO.35,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,360,,3,"1,080.00",,,TRUE,
P230-000464,วัสดุใช้ไป,เชือก ชนิดพลาสติก ขนาดใหญ่ ยาว 180 ม. สี่ขาว-แดง,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,65,,10,650,,,TRUE,
P230-000465,วัสดุใช้ไป,ซองขาว แบบมีครุฑ ขนาด #9/125,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,1,,"1,350.00","1,350.00",,,TRUE,
P230-000466,วัสดุใช้ไป,ซองน้ำตาล แบบมีครุฑ ขยายข้าง หนาพิเศษ ขนาด A4,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,4,,600,"2,400.00",,,TRUE,
P230-000467,วัสดุใช้ไป,ซองน้ำตาล แบบมีครุฑ ไม่ขยายข้าง หนาพิเศษ ขนาด A4,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,4,,100,400,,,TRUE,
P230-000468,วัสดุใช้ไป,ซองน้ำตาล แบบมีครุฑ ขยายข้าง หนาพิเศษ ขนาด F4,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,4,,"1,450.00","5,800.00",,,TRUE,
P230-000469,วัสดุใช้ไป,ซองใส่บัตร ชนิดพลาสติก สำหรับบัตรคนต่างด้าว ขนาด 5.6x8.8 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ซอง,4,,0,0,,,TRUE,
P230-000470,วัสดุใช้ไป,ตรายาง สำหรั้บปั๊มวันที่ภาษาไทย,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,60,,10,600,,,TRUE,
P230-000471,วัสดุใช้ไป,ตรายาง สำหรั้บปั๊มวันที่เลขไทย,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,60,,16,960,,,TRUE,
P230-000472,วัสดุใช้ไป,ชั้นอเนกประสงค์ ชนิดลวดเคลือบพลาสติก แบบ 3 ชั้น,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,900,,0,0,,,TRUE,
P230-000473,วัสดุใช้ไป,ทะเบียนคุมเงินงบประมาณ,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,180,,0,0,,,TRUE,
P230-000474,วัสดุใช้ไป,เทปกาว ชนิด OPP ขนาด 2 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,25,,59,"1,475.00",,,TRUE,
P230-000475,วัสดุใช้ไป,ยกเลิก เทปกาว ชนิด 2 หน้า,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,125,,0,0,,,FALSE,
P230-000476,วัสดุใช้ไป,เทปใส แบบแกนเล็ก ขนาด 1 นิ้ว 36 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30,,42,"1,260.00",,,TRUE,
P230-000477,วัสดุใช้ไป,เทปใส แบบแกนใหญ่ ขนาด 1 นิ้ว 36 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30,,44,"1,320.00",,,TRUE,
P230-000478,วัสดุใช้ไป,เทปใส แบบแกนใหญ่ ขนาด 2 นิ้ว 45 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,45,,45,"2,025.00",,,TRUE,
P230-000479,วัสดุใช้ไป,เทปใส แบบแกนเล็ก ขนาด 3/4 นิ้ว 36 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30,,12,360,,,TRUE,
P230-000480,วัสดุใช้ไป,"แท่นตัดกระดาษ ชนิดมือโยก แบบฐานไม้ ขนาด 13x15""",วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,"1,350.00",,0,0,,,TRUE,
P230-000481,วัสดุใช้ไป,แท่นประทับ แบบฝาพลาสติก สีดำ #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35,,0,0,,,TRUE,
P230-000482,วัสดุใช้ไป,แท่นประทับ แบบฝาพลาสติก สีแดง #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35,,0,0,,,TRUE,
P230-000483,วัสดุใช้ไป,แท่นประทับ แบบฝาพลาสติก สีน้ำเงิน #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35,,0,0,,,TRUE,
P230-000484,วัสดุใช้ไป,แท่นประทับ แบบฝาโลหะ สีดำ #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35,,2,70,,,TRUE,
P230-000485,วัสดุใช้ไป,แท่นประทับ แบบฝาโลหะ สีแดง #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35,,14,490,,,TRUE,
P230-000486,วัสดุใช้ไป,แท่นประทับ แบบฝาโลหะ สีน้ำเงิน #2,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,35,,26,910,,,TRUE,
P230-000487,วัสดุใช้ไป,ธง วปร. รัชกาลที่ 10 ขนาด 60*90 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ผืน,40,,0,0,,,TRUE,
P230-000488,วัสดุใช้ไป,ธงชาติ ขนาด 120*180 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ผืน,180,,0,0,,,TRUE,
P230-000489,วัสดุใช้ไป,ธงชาติ ขนาด 60*90 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ผืน,40,,0,0,,,TRUE,
P230-000490,วัสดุใช้ไป,ธง สท. พระราชินี ขนาด 60*90 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ผืน,40,,0,0,,,TRUE,
P230-000491,วัสดุใช้ไป,ธงฟ้า สก. พระพันปีหลวง ขนาด 60*90 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ผืน,40,,0,0,,,TRUE,
P230-000492,วัสดุใช้ไป,น้ำยา สำหรับลบคำผิด ขนาด 7 มล.,วัสดุสำนักงาน,วัสดุสำนักงาน,แท่ง,20,,161,"3,220.00",,,TRUE,
P230-000493,วัสดุใช้ไป,บัตรคิว สำหรับคิวรถ,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,7,,0,0,,,TRUE,
P230-000494,วัสดุใช้ไป,บัตรนัดผู้ป่วย ขนาด 5*3.5 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,ใบ,1,,0,0,,,TRUE,
P230-000495,วัสดุใช้ไป,ยกเลิก บัตรนัดรักษา,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,"1,400.00",,0,0,,,FALSE,
P230-000496,วัสดุใช้ไป,บัตรประจำตัวผู้รับบริการ,วัสดุสำนักงาน,วัสดุสำนักงาน,แผ่น,1,,0,0,,,TRUE,
P230-000497,วัสดุใช้ไป,บัตรคิว สำหรับผู้รับบริการกุมารเวชกรรม สีชมพู,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,25,,0,0,,,TRUE,
P230-000498,วัสดุใช้ไป,บัตรคิว สำหรับผู้รับบริการทันตกรรม สีฟ้า,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,25,,0,0,,,TRUE,
P230-000499,วัสดุใช้ไป,บัตรคิว สำหรับผู้รับบริการทั่วไป สีเขียว,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,40,,0,0,,,TRUE,
P230-000500,วัสดุใช้ไป,บัตรคิว สำหรับผู้รับบริการโรคเรื้อรัง สีขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,40,,0,0,,,TRUE,
P230-000501,วัสดุใช้ไป,บัตรคิว สำหรับผู้รับบริการส่งเสริมสุขภาพ สีเหลือง,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,40,,0,0,,,TRUE,
P230-000502,วัสดุใช้ไป,บัตรคิว สำหรับแพทย์นัด สีส้ม,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,40,,0,0,,,TRUE,
P230-000503,วัสดุใช้ไป,"แบบฟอร์ม ชนิดเคมี 2 ชั้น Doctor's Order แบบต่อเนื่อง เคมี 2 ชั้น 9*11"" (1,000 ชุด/กล่อง) ขนาด 9*11 นิ้ว",วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,"2,200.00",,4,"8,800.00",,,TRUE,
P230-000504,วัสดุใช้ไป,แบบฟอร์ม แจ้งรายการค่ารักษาพยาบาล,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,"1,500.00",,0,0,,,TRUE,
P230-000505,วัสดุใช้ไป,แบบฟอร์ม ปรอท แบบพิมพ์ 2 สี หนา 70 แกรม ขนาด A4,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,400,,12,"4,800.00",,,TRUE,
P230-000506,วัสดุใช้ไป,ใบมีดคัตเตอร์ ขนาดเล็ก,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,20,,21,420,,,TRUE,
P230-000507,วัสดุใช้ไป,ใบมีดคัตเตอร์ ขนาดใหญ่,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,25,,1,25,,,TRUE,
P230-000508,วัสดุใช้ไป,แบบฟอร์ม ใบรับรองแพทย์ กรณีป่วย,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,60,,0,0,,,TRUE,
P230-000509,วัสดุใช้ไป,แบบฟอร์ม ใบรับรองแพทย์ กรณีสมัครงาน,วัสดุสำนักงาน,วัสดุสำนักงาน,เล่ม,60,,61,"3,660.00",,,TRUE,
